source,file_name,eol,valid_cycle_number,usable_length
Stanford_2,Stanford_Nova_Regular_162.pkl,578.0,878,578.0
Stanford_2,Stanford_Nova_Regular_163.pkl,974.0,1141,974.0
Stanford_2,Stanford_Nova_Regular_165.pkl,1011.0,1246,1011.0
Stanford_2,Stanford_Nova_Regular_166.pkl,673.0,927,673.0
Stanford_2,Stanford_Nova_Regular_167.pkl,687.0,993,687.0
Stanford_2,Stanford_Nova_Regular_168.pkl,638.0,959,638.0
Stanford_2,Stanford_Nova_Regular_169.pkl,651.0,921,651.0
Stanford_2,Stanford_Nova_Regular_170.pkl,715.0,1020,715.0
Stanford_2,Stanford_Nova_Regular_171.pkl,677.0,928,677.0
Stanford_2,Stanford_Nova_Regular_172.pkl,578.0,944,578.0
Stanford_2,Stanford_Nova_Regular_173.pkl,694.0,997,694.0
Stanford_2,Stanford_Nova_Regular_174.pkl,627.0,964,627.0
Stanford_2,Stanford_Nova_Regular_175.pkl,558.0,925,558.0
Stanford_2,Stanford_Nova_Regular_176.pkl,598.0,956,598.0
Stanford_2,Stanford_Nova_Regular_177.pkl,543.0,919,543.0
Stanford_2,Stanford_Nova_Regular_178.pkl,714.0,939,714.0
Stanford_2,Stanford_Nova_Regular_179.pkl,618.0,925,618.0
Stanford_2,Stanford_Nova_Regular_180.pkl,654.0,862,654.0
Stanford_2,Stanford_Nova_Regular_181.pkl,649.0,846,649.0
Stanford_2,Stanford_Nova_Regular_182.pkl,684.0,933,684.0
Stanford_2,Stanford_Nova_Regular_183.pkl,573.0,1019,573.0
Stanford_2,Stanford_Nova_Regular_184.pkl,763.0,830,763.0
Stanford_2,Stanford_Nova_Regular_185.pkl,638.0,940,638.0
Stanford_2,Stanford_Nova_Regular_186.pkl,694.0,939,694.0
Stanford_2,Stanford_Nova_Regular_187.pkl,572.0,826,572.0
Stanford_2,Stanford_Nova_Regular_188.pkl,647.0,825,647.0
Stanford_2,Stanford_Nova_Regular_189.pkl,670.0,943,670.0
Stanford_2,Stanford_Nova_Regular_190.pkl,652.0,953,652.0
Stanford_2,Stanford_Nova_Regular_191.pkl,665.0,1042,665.0
Stanford_2,Stanford_Nova_Regular_192.pkl,621.0,934,621.0
Stanford_2,Stanford_Nova_Regular_193.pkl,612.0,847,612.0
Stanford_2,Stanford_Nova_Regular_194.pkl,621.0,971,621.0
Stanford_2,Stanford_Nova_Regular_195.pkl,603.0,1019,603.0
Stanford_2,Stanford_Nova_Regular_196.pkl,647.0,932,647.0
Stanford_2,Stanford_Nova_Regular_198.pkl,556.0,848,556.0
Stanford_2,Stanford_Nova_Regular_199.pkl,606.0,1006,606.0
Stanford_2,Stanford_Nova_Regular_200.pkl,572.0,1027,572.0
Stanford_2,Stanford_Nova_Regular_201.pkl,669.0,919,669.0
Stanford_2,Stanford_Nova_Regular_202.pkl,613.0,1016,613.0
Stanford_2,Stanford_Nova_Regular_203.pkl,642.0,831,642.0
Stanford_2,Stanford_Nova_Regular_204.pkl,587.0,835,587.0
Stanford_2,Stanford_Nova_Regular_205.pkl,714.0,833,714.0
Stanford_2,Stanford_Nova_Regular_206.pkl,718.0,1050,718.0
Stanford_2,Stanford_Nova_Regular_207.pkl,682.0,1105,682.0
Stanford_2,Stanford_Nova_Regular_208.pkl,629.0,776,629.0
Stanford_2,Stanford_Nova_Regular_209.pkl,618.0,899,618.0
Stanford_2,Stanford_Nova_Regular_210.pkl,631.0,794,631.0
Stanford_2,Stanford_Nova_Regular_211.pkl,722.0,981,722.0
Stanford_2,Stanford_Nova_Regular_212.pkl,672.0,804,672.0
Stanford_2,Stanford_Nova_Regular_213.pkl,613.0,1020,613.0
Stanford_2,Stanford_Nova_Regular_214.pkl,885.0,925,885.0
Stanford_2,Stanford_Nova_Regular_215.pkl,749.0,1099,749.0
Stanford_2,Stanford_Nova_Regular_216.pkl,805.0,922,805.0
Stanford_2,Stanford_Nova_Regular_217.pkl,640.0,1044,640.0
Stanford_2,Stanford_Nova_Regular_219.pkl,597.0,838,597.0
Stanford_2,Stanford_Nova_Regular_220.pkl,736.0,1019,736.0
Stanford_2,Stanford_Nova_Regular_221.pkl,596.0,848,596.0
Stanford_2,Stanford_Nova_Regular_222.pkl,646.0,824,646.0
Stanford_2,Stanford_Nova_Regular_223.pkl,886.0,1037,886.0
Stanford_2,Stanford_Nova_Regular_224.pkl,1004.0,1420,1004.0
Stanford_2,Stanford_Nova_Regular_225.pkl,859.0,1042,859.0
Stanford_2,Stanford_Nova_Regular_226.pkl,824.0,1128,824.0
Stanford_2,Stanford_Nova_Regular_227.pkl,909.0,1133,909.0
Stanford_2,Stanford_Nova_Regular_228.pkl,917.0,1124,917.0
Stanford_2,Stanford_Nova_Regular_229.pkl,834.0,936,834.0
Stanford_2,Stanford_Nova_Regular_230.pkl,881.0,1219,881.0
Stanford_2,Stanford_Nova_Regular_269.pkl,890.0,1219,890.0
Stanford_2,Stanford_Nova_Regular_270.pkl,1252.0,1503,1252.0
Stanford_2,Stanford_Nova_Regular_271.pkl,946.0,1095,946.0
Stanford_2,Stanford_Nova_Regular_272.pkl,999.0,1551,999.0
Stanford_2,Stanford_Nova_Regular_273.pkl,841.0,1278,841.0
Tongji,Tongji1_CY25-025_1--1.pkl,300.0,487,300.0
Tongji,Tongji1_CY25-025_1--2.pkl,274.0,234,234.0
Tongji,Tongji1_CY25-025_1--3.pkl,213.0,300,213.0
Tongji,Tongji1_CY25-025_1--4.pkl,229.0,331,229.0
Tongji,Tongji1_CY25-025_1--5.pkl,216.0,338,216.0
Tongji,Tongji1_CY25-025_1--6.pkl,197.0,245,197.0
Tongji,Tongji1_CY25-025_1--7.pkl,201.0,251,201.0
Tongji,Tongji1_CY25-05_1--1.pkl,120.0,145,120.0
Tongji,Tongji1_CY25-05_1--10.pkl,174.0,207,174.0
Tongji,Tongji1_CY25-05_1--11.pkl,130.0,157,130.0
Tongji,Tongji1_CY25-05_1--12.pkl,127.0,155,127.0
Tongji,Tongji1_CY25-05_1--13.pkl,139.0,193,139.0
Tongji,Tongji1_CY25-05_1--14.pkl,161.0,192,161.0
Tongji,Tongji1_CY25-05_1--15.pkl,166.0,191,166.0
Tongji,Tongji1_CY25-05_1--16.pkl,124.0,161,124.0
Tongji,Tongji1_CY25-05_1--17.pkl,149.0,192,149.0
Tongji,Tongji1_CY25-05_1--18.pkl,150.0,188,150.0
Tongji,Tongji1_CY25-05_1--19.pkl,127.0,153,127.0
Tongji,Tongji1_CY25-05_1--2.pkl,138.0,178,138.0
Tongji,Tongji1_CY25-05_1--3.pkl,169.0,192,169.0
Tongji,Tongji1_CY25-05_1--4.pkl,160.0,193,160.0
Tongji,Tongji1_CY25-05_1--5.pkl,150.0,193,150.0
Tongji,Tongji1_CY25-05_1--6.pkl,155.0,182,155.0
Tongji,Tongji1_CY25-05_1--7.pkl,143.0,172,143.0
Tongji,Tongji1_CY25-05_1--8.pkl,,108,
Tongji,Tongji1_CY25-05_1--9.pkl,,107,
Tongji,Tongji1_CY25-1_1--1.pkl,27.0,34,27.0
Tongji,Tongji1_CY25-1_1--2.pkl,24.0,35,24.0
Tongji,Tongji1_CY25-1_1--3.pkl,24.0,27,24.0
Tongji,Tongji1_CY25-1_1--4.pkl,26.0,29,26.0
Tongji,Tongji1_CY25-1_1--5.pkl,21.0,31,21.0
Tongji,Tongji1_CY25-1_1--6.pkl,20.0,27,20.0
Tongji,Tongji1_CY25-1_1--7.pkl,20.0,33,20.0
Tongji,Tongji1_CY25-1_1--8.pkl,18.0,28,18.0
Tongji,Tongji1_CY25-1_1--9.pkl,27.0,32,27.0
Tongji,Tongji1_CY35-05_1--1.pkl,404.0,548,404.0
Tongji,Tongji1_CY35-05_1--2.pkl,369.0,531,369.0
Tongji,Tongji1_CY35-05_1--3.pkl,,30,
Tongji,Tongji1_CY45-05_1--1.pkl,432.0,711,432.0
Tongji,Tongji1_CY45-05_1--10.pkl,322.0,399,322.0
Tongji,Tongji1_CY45-05_1--11.pkl,296.0,648,296.0
Tongji,Tongji1_CY45-05_1--12.pkl,472.0,799,472.0
Tongji,Tongji1_CY45-05_1--13.pkl,415.0,711,415.0
Tongji,Tongji1_CY45-05_1--14.pkl,433.0,727,433.0
Tongji,Tongji1_CY45-05_1--15.pkl,210.0,495,210.0
Tongji,Tongji1_CY45-05_1--16.pkl,219.0,596,219.0
Tongji,Tongji1_CY45-05_1--17.pkl,183.0,528,183.0
Tongji,Tongji1_CY45-05_1--18.pkl,322.0,596,322.0
Tongji,Tongji1_CY45-05_1--19.pkl,202.0,685,202.0
Tongji,Tongji1_CY45-05_1--2.pkl,389.0,699,389.0
Tongji,Tongji1_CY45-05_1--20.pkl,409.0,728,409.0
Tongji,Tongji1_CY45-05_1--21.pkl,276.0,637,276.0
Tongji,Tongji1_CY45-05_1--22.pkl,223.0,577,223.0
Tongji,Tongji1_CY45-05_1--23.pkl,451.0,690,451.0
Tongji,Tongji1_CY45-05_1--24.pkl,330.0,721,330.0
Tongji,Tongji1_CY45-05_1--25.pkl,440.0,738,440.0
Tongji,Tongji1_CY45-05_1--26.pkl,355.0,709,355.0
Tongji,Tongji1_CY45-05_1--27.pkl,299.0,649,299.0
Tongji,Tongji1_CY45-05_1--28.pkl,434.0,716,434.0
Tongji,Tongji1_CY45-05_1--3.pkl,,199,
Tongji,Tongji1_CY45-05_1--4.pkl,,199,
Tongji,Tongji1_CY45-05_1--5.pkl,219.0,199,199.0
Tongji,Tongji1_CY45-05_1--6.pkl,255.0,199,199.0
Tongji,Tongji1_CY45-05_1--7.pkl,433.0,399,399.0
Tongji,Tongji1_CY45-05_1--8.pkl,207.0,399,207.0
Tongji,Tongji1_CY45-05_1--9.pkl,436.0,399,399.0
Tongji,Tongji2_CY25-05_1--1.pkl,,192,
Tongji,Tongji2_CY25-05_1--10.pkl,251.0,199,199.0
Tongji,Tongji2_CY25-05_1--11.pkl,,199,
Tongji,Tongji2_CY25-05_1--12.pkl,196.0,199,196.0
Tongji,Tongji2_CY25-05_1--13.pkl,321.0,399,321.0
Tongji,Tongji2_CY25-05_1--14.pkl,,42,
Tongji,Tongji2_CY25-05_1--15.pkl,228.0,300,228.0
Tongji,Tongji2_CY25-05_1--16.pkl,247.0,336,247.0
Tongji,Tongji2_CY25-05_1--17.pkl,329.0,335,329.0
Tongji,Tongji2_CY25-05_1--18.pkl,,193,
Tongji,Tongji2_CY25-05_1--19.pkl,,191,
Tongji,Tongji2_CY25-05_1--2.pkl,222.0,189,189.0
Tongji,Tongji2_CY25-05_1--20.pkl,,191,
Tongji,Tongji2_CY25-05_1--21.pkl,,190,
Tongji,Tongji2_CY25-05_1--22.pkl,,192,
Tongji,Tongji2_CY25-05_1--23.pkl,,191,
Tongji,Tongji2_CY25-05_1--3.pkl,,191,
Tongji,Tongji2_CY25-05_1--4.pkl,,190,
Tongji,Tongji2_CY25-05_1--5.pkl,339.0,479,339.0
Tongji,Tongji2_CY25-05_1--6.pkl,,191,
Tongji,Tongji2_CY25-05_1--7.pkl,,192,
Tongji,Tongji2_CY25-05_1--8.pkl,240.0,338,240.0
Tongji,Tongji2_CY25-05_1--9.pkl,308.0,349,308.0
Tongji,Tongji2_CY35-05_1--1.pkl,419.0,1101,419.0
Tongji,Tongji2_CY35-05_1--2.pkl,569.0,1251,569.0
Tongji,Tongji2_CY35-05_1--3.pkl,472.0,1206,472.0
Tongji,Tongji2_CY35-05_1--4.pkl,460.0,1150,460.0
Tongji,Tongji2_CY45-05_1--1.pkl,403.0,455,403.0
Tongji,Tongji2_CY45-05_1--10.pkl,400.0,399,399.0
Tongji,Tongji2_CY45-05_1--11.pkl,377.0,799,377.0
Tongji,Tongji2_CY45-05_1--12.pkl,435.0,799,435.0
Tongji,Tongji2_CY45-05_1--13.pkl,385.0,867,385.0
Tongji,Tongji2_CY45-05_1--14.pkl,387.0,863,387.0
Tongji,Tongji2_CY45-05_1--15.pkl,393.0,403,393.0
Tongji,Tongji2_CY45-05_1--16.pkl,404.0,595,404.0
Tongji,Tongji2_CY45-05_1--17.pkl,425.0,596,425.0
Tongji,Tongji2_CY45-05_1--18.pkl,384.0,596,384.0
Tongji,Tongji2_CY45-05_1--19.pkl,408.0,795,408.0
Tongji,Tongji2_CY45-05_1--2.pkl,413.0,453,413.0
Tongji,Tongji2_CY45-05_1--20.pkl,394.0,796,394.0
Tongji,Tongji2_CY45-05_1--21.pkl,435.0,901,435.0
Tongji,Tongji2_CY45-05_1--22.pkl,409.0,859,409.0
Tongji,Tongji2_CY45-05_1--23.pkl,432.0,918,432.0
Tongji,Tongji2_CY45-05_1--24.pkl,423.0,888,423.0
Tongji,Tongji2_CY45-05_1--25.pkl,453.0,932,453.0
Tongji,Tongji2_CY45-05_1--26.pkl,407.0,853,407.0
Tongji,Tongji2_CY45-05_1--27.pkl,450.0,928,450.0
Tongji,Tongji2_CY45-05_1--28.pkl,414.0,884,414.0
Tongji,Tongji2_CY45-05_1--3.pkl,,199,
Tongji,Tongji2_CY45-05_1--4.pkl,,199,
Tongji,Tongji2_CY45-05_1--5.pkl,,199,
Tongji,Tongji2_CY45-05_1--6.pkl,,199,
Tongji,Tongji2_CY45-05_1--7.pkl,399.0,399,399.0
Tongji,Tongji2_CY45-05_1--8.pkl,399.0,399,399.0
Tongji,Tongji2_CY45-05_1--9.pkl,419.0,399,399.0
Tongji,Tongji3_CY25-05_1--1.pkl,481.0,935,481.0
Tongji,Tongji3_CY25-05_1--2.pkl,458.0,954,458.0
Tongji,Tongji3_CY25-05_1--3.pkl,469.0,993,469.0
Tongji,Tongji3_CY25-05_2--1.pkl,446.0,978,446.0
Tongji,Tongji3_CY25-05_2--2.pkl,435.0,957,435.0
Tongji,Tongji3_CY25-05_2--3.pkl,470.0,1025,470.0
Tongji,Tongji3_CY25-05_4--1.pkl,482.0,985,482.0
Tongji,Tongji3_CY25-05_4--2.pkl,469.0,976,469.0
Tongji,Tongji3_CY25-05_4--3.pkl,452.0,905,452.0
UL_PUR,UL-PUR_N10-EX9_18650_NCA_23C_0-100_0.5-0.5C_i.pkl,,194,
UL_PUR,UL-PUR_N10-NA7_18650_NCA_23C_0-100_0.5-0.5C_g.pkl,159.0,164,159.0
UL_PUR,UL-PUR_N10-OV8_18650_NCA_23C_0-100_0.5-0.5C_h.pkl,,191,
UL_PUR,UL-PUR_N15-EX4_18650_NCA_23C_0-100_0.5-0.5C_d.pkl,,224,
UL_PUR,UL-PUR_N15-NA10_18650_NCA_23C_0-100_0.5-0.5C_j.pkl,259.0,259,259.0
UL_PUR,UL-PUR_N15-OV3_18650_NCA_23C_0-100_0.5-0.5C_c.pkl,,191,
UL_PUR,UL-PUR_N20-EX2_18650_NCA_23C_0-100_0.5-0.5C_b.pkl,,309,
UL_PUR,UL-PUR_N20-NA5_18650_NCA_23C_0-100_0.5-0.5C_e.pkl,,212,
UL_PUR,UL-PUR_N20-NA6_18650_NCA_23C_0-100_0.5-0.5C_f.pkl,,211,
UL_PUR,UL-PUR_N20-OV1_18650_NCA_23C_0-100_0.5-0.5C_a.pkl,,290,
XJTU,XJTU_2C_battery-1.pkl,389.0,389,389.0
XJTU,XJTU_2C_battery-2.pkl,405.0,406,405.0
XJTU,XJTU_2C_battery-3.pkl,392.0,392,392.0
XJTU,XJTU_2C_battery-4.pkl,396.0,395,395.0
XJTU,XJTU_2C_battery-5.pkl,401.0,402,401.0
XJTU,XJTU_2C_battery-6.pkl,406.0,407,406.0
XJTU,XJTU_2C_battery-7.pkl,401.0,401,401.0
XJTU,XJTU_2C_battery-8.pkl,418.0,419,418.0
XJTU,XJTU_3C_battery-1.pkl,298.0,298,298.0
XJTU,XJTU_3C_battery-10.pkl,163.0,163,163.0
XJTU,XJTU_3C_battery-11.pkl,130.0,130,130.0
XJTU,XJTU_3C_battery-12.pkl,211.0,211,211.0
XJTU,XJTU_3C_battery-13.pkl,225.0,225,225.0
XJTU,XJTU_3C_battery-14.pkl,146.0,146,146.0
XJTU,XJTU_3C_battery-15.pkl,167.0,167,167.0
XJTU,XJTU_3C_battery-2.pkl,291.0,291,291.0
XJTU,XJTU_3C_battery-3.pkl,285.0,285,285.0
XJTU,XJTU_3C_battery-4.pkl,321.0,321,321.0
XJTU,XJTU_3C_battery-5.pkl,296.0,296,296.0
XJTU,XJTU_3C_battery-6.pkl,321.0,321,321.0
XJTU,XJTU_3C_battery-7.pkl,318.0,318,318.0
XJTU,XJTU_3C_battery-8.pkl,269.0,269,269.0
XJTU,XJTU_3C_battery-9.pkl,286.0,286,286.0
ZN-coin,ZN-coin_202_20231213213655_03_3.pkl,359.0,391,359.0
ZN-coin,ZN-coin_202_20231213213655_03_4.pkl,223.0,391,223.0
ZN-coin,ZN-coin_202_20231213213655_03_5.pkl,287.0,391,287.0
ZN-coin,ZN-coin_204-1_20231205230212_07_1.pkl,100.0,391,100.0
ZN-coin,ZN-coin_204-2_20231205230217_07_2.pkl,107.0,391,107.0
ZN-coin,ZN-coin_204-3_20231205230221_07_3.pkl,111.0,391,111.0
ZN-coin,ZN-coin_205-1_20231205230230_07_4.pkl,168.0,391,168.0
ZN-coin,ZN-coin_205-2_20231205230234_07_5.pkl,370.0,391,370.0
ZN-coin,ZN-coin_205-3_20231205230239_07_6.pkl,322.0,391,322.0
ZN-coin,ZN-coin_209-1_20231205230248_07_7.pkl,219.0,391,219.0
ZN-coin,ZN-coin_209-2_20231205230252_07_8.pkl,172.0,391,172.0
ZN-coin,ZN-coin_2_432-1_20231227204455_01_1.pkl,,917,
ZN-coin,ZN-coin_402-1_20231209225636_01_1.pkl,104.0,391,104.0
ZN-coin,ZN-coin_402-2_20231209225727_01_2.pkl,117.0,391,117.0
ZN-coin,ZN-coin_402-3_20231209225844_01_3.pkl,159.0,391,159.0
ZN-coin,ZN-coin_403-1_20231209225922_01_4.pkl,109.0,391,109.0
ZN-coin,ZN-coin_404-3_20231209231250_08_1.pkl,116.0,391,116.0
ZN-coin,ZN-coin_405-1_20231209231331_08_2.pkl,136.0,391,136.0
ZN-coin,ZN-coin_405-2_20231209231413_08_3.pkl,114.0,391,114.0
ZN-coin,ZN-coin_405-3_20231209231450_08_4.pkl,138.0,391,138.0
ZN-coin,ZN-coin_406-1_20231209231531_08_5.pkl,178.0,391,178.0
ZN-coin,ZN-coin_406-2_20231209231604_08_6.pkl,146.0,391,146.0
ZN-coin,ZN-coin_406-3_20231209231637_08_7.pkl,174.0,391,174.0
ZN-coin,ZN-coin_407-1_20231209231725_08_8.pkl,112.0,391,112.0
ZN-coin,ZN-coin_407-3_20231209231841_02_2.pkl,126.0,391,126.0
ZN-coin,ZN-coin_408-1_20231209231918_02_3.pkl,136.0,391,136.0
ZN-coin,ZN-coin_408-2_20231209231947_02_4.pkl,125.0,391,125.0
ZN-coin,ZN-coin_408-3_20231209232028_05_1.pkl,119.0,391,119.0
ZN-coin,ZN-coin_409-1_20231209232338_05_2.pkl,167.0,391,167.0
ZN-coin,ZN-coin_409-2_20231209232422_05_3.pkl,210.0,391,210.0
ZN-coin,ZN-coin_409-3_20231209232500_05_4.pkl,135.0,391,135.0
ZN-coin,ZN-coin_410-1_20231209232559_09_1.pkl,106.0,391,106.0
ZN-coin,ZN-coin_410-2_20231209232626_09_2.pkl,140.0,391,140.0
ZN-coin,ZN-coin_410-3_20231209232707_09_3.pkl,124.0,391,124.0
ZN-coin,ZN-coin_411-1_20231209232756_09_4.pkl,147.0,391,147.0
ZN-coin,ZN-coin_411-2_20231209232834_09_5.pkl,54.0,391,54.0
ZN-coin,ZN-coin_412-1_20231209232958_09_7.pkl,245.0,391,245.0
ZN-coin,ZN-coin_412-2_20231209233028_09_8.pkl,172.0,391,172.0
ZN-coin,ZN-coin_412-3_20231209233120_06_1.pkl,284.0,391,284.0
ZN-coin,ZN-coin_413-1_20231209233202_06_2.pkl,190.0,391,190.0
ZN-coin,ZN-coin_414-2_20231209233354_06_6.pkl,118.0,391,118.0
ZN-coin,ZN-coin_414-3_20231209233430_06_7.pkl,108.0,391,108.0
ZN-coin,ZN-coin_415-1_20231209233508_06_8.pkl,183.0,391,183.0
ZN-coin,ZN-coin_415-2_20231209233606_10_1.pkl,159.0,391,159.0
ZN-coin,ZN-coin_415-3_20231209233637_10_2.pkl,201.0,391,201.0
ZN-coin,ZN-coin_416-2_20231209233822_10_4.pkl,174.0,391,174.0
ZN-coin,ZN-coin_416-3_20231209233856_10_5.pkl,142.0,391,142.0
ZN-coin,ZN-coin_417-3_20231209234058_10_8.pkl,151.0,391,151.0
ZN-coin,ZN-coin_418-1_20231209234141_11_1.pkl,103.0,129,103.0
ZN-coin,ZN-coin_418-2_20231209234209_11_2.pkl,215.0,391,215.0
ZN-coin,ZN-coin_418-3_20231209234252_11_3.pkl,189.0,391,189.0
ZN-coin,ZN-coin_419-1_20231209234331_11_4.pkl,95.0,391,95.0
ZN-coin,ZN-coin_419-2_20231209234357_11_5.pkl,90.0,391,90.0
ZN-coin,ZN-coin_419-3_20231209234510_11_6.pkl,73.0,391,73.0
ZN-coin,ZN-coin_420-1_20231205230010_01_1.pkl,107.0,391,107.0
ZN-coin,ZN-coin_420-2_20231205230013_01_2.pkl,18.0,48,18.0
ZN-coin,ZN-coin_420-3_20231205230017_01_3.pkl,112.0,391,112.0
ZN-coin,ZN-coin_421-1_20231205230023_01_4.pkl,51.0,100,51.0
ZN-coin,ZN-coin_421-3_20231205230030_01_6.pkl,90.0,391,90.0
ZN-coin,ZN-coin_422-1_20231205230039_01_7.pkl,136.0,391,136.0
ZN-coin,ZN-coin_422-2_20231205230043_01_8.pkl,50.0,153,50.0
ZN-coin,ZN-coin_422-3_20231205230049_02_1.pkl,118.0,391,118.0
ZN-coin,ZN-coin_423-1_20231205230055_02_2.pkl,104.0,391,104.0
ZN-coin,ZN-coin_423-2_20231205230059_02_3.pkl,75.0,391,75.0
ZN-coin,ZN-coin_423-3_20231205230102_02_4.pkl,70.0,391,70.0
ZN-coin,ZN-coin_424-1_20231205230107_02_5.pkl,30.0,55,30.0
ZN-coin,ZN-coin_424-3_20231205230114_02_7.pkl,28.0,51,28.0
ZN-coin,ZN-coin_425-1_20231205230120_02_8.pkl,98.0,391,98.0
ZN-coin,ZN-coin_425-2_20231205230124_03_1.pkl,108.0,391,108.0
ZN-coin,ZN-coin_426-1_20231205230136_03_3.pkl,62.0,391,62.0
ZN-coin,ZN-coin_426-2_20231205230139_03_4.pkl,63.0,391,63.0
ZN-coin,ZN-coin_426-3_20231205230143_03_5.pkl,90.0,391,90.0
ZN-coin,ZN-coin_427-1_20231205230153_03_7.pkl,21.0,41,21.0
ZN-coin,ZN-coin_428-1_20231212185048_01_2.pkl,187.0,391,187.0
ZN-coin,ZN-coin_428-2_20231212185058_01_4.pkl,101.0,128,101.0
ZN-coin,ZN-coin_429-1_20231212185129_01_5.pkl,137.0,391,137.0
ZN-coin,ZN-coin_429-2_20231212185157_01_8.pkl,204.0,391,204.0
ZN-coin,ZN-coin_430-1_20231212185250_02_6.pkl,144.0,391,144.0
ZN-coin,ZN-coin_430-2_20231212185305_02_7.pkl,200.0,391,200.0
ZN-coin,ZN-coin_430-3_20231212185323_03_2.pkl,63.0,63,63.0
ZN-coin,ZN-coin_432-2_20231227204437_01_2.pkl,341.0,333,333.0
ZN-coin,ZN-coin_432-3_20231227204518_01_3.pkl,923.0,893,893.0
ZN-coin,ZN-coin_433-1_20231227204534_01_4.pkl,974.0,1013,974.0
ZN-coin,ZN-coin_433-2_20231227204539_01_5.pkl,815.0,977,815.0
ZN-coin,ZN-coin_433-3_20231227204544_01_6.pkl,770.0,1103,770.0
ZN-coin,ZN-coin_434-1_20231227204606_01_7.pkl,837.0,1004,837.0
ZN-coin,ZN-coin_434-2_20231227204612_01_8.pkl,1010.0,1038,1010.0
ZN-coin,ZN-coin_434-3_20231227204618_03_1.pkl,891.0,990,891.0
ZN-coin,ZN-coin_435-1_20231227204625_03_2.pkl,888.0,993,888.0
ZN-coin,ZN-coin_435-2_20231227204630_03_3.pkl,630.0,830,630.0
ZN-coin,ZN-coin_435-3_20231227204635_03_4.pkl,603.0,1099,603.0
ZN-coin,ZN-coin_436-1_20231227204646_03_5.pkl,1402.0,1652,1402.0
ZN-coin,ZN-coin_436-2_20231227204653_03_6.pkl,1621.0,1583,1583.0
ZN-coin,ZN-coin_436-3_20231227204657_03_7.pkl,1232.0,1645,1232.0
ZN-coin,ZN-coin_437-1_20231227204706_03_8.pkl,1165.0,1478,1165.0
ZN-coin,ZN-coin_437-2_20231227204712_04_1.pkl,1281.0,1737,1281.0
ZN-coin,ZN-coin_437-3_20231227204717_04_2.pkl,1481.0,1537,1481.0
ZN-coin,ZN-coin_438-1_20231227204743_04_3.pkl,765.0,848,765.0
ZN-coin,ZN-coin_438-2_20231227204748_04_4.pkl,1377.0,1540,1377.0
ZN-coin,ZN-coin_438-3_20231227204754_04_5.pkl,1082.0,1676,1082.0
ZN-coin,ZN-coin_439-1_20231227204804_04_6.pkl,447.0,508,447.0
ZN-coin,ZN-coin_439-2_20231227204810_04_7.pkl,1380.0,1559,1380.0
ZN-coin,ZN-coin_439-3_20231227204817_04_8.pkl,1173.0,1482,1173.0
ZN-coin,ZN-coin_440-1_20231227204827_08_1.pkl,1023.0,1401,1023.0
ZN-coin,ZN-coin_440-2_20231227204832_08_2.pkl,186.0,1355,186.0
ZN-coin,ZN-coin_440-3_20231227204837_08_3.pkl,197.0,1405,197.0
ZN-coin,ZN-coin_441-1_20231227204855_08_4.pkl,219.0,221,219.0
ZN-coin,ZN-coin_441-2_20231227204859_08_5.pkl,,1421,
ZN-coin,ZN-coin_441-3_20231227204904_08_6.pkl,,1440,
ZN-coin,ZN-coin_442-1_20240104212418_09_1.pkl,442.0,526,442.0
ZN-coin,ZN-coin_442-2_20240104212424_09_2.pkl,322.0,662,322.0
ZN-coin,ZN-coin_442-3_20240104212433_09_3.pkl,237.0,508,237.0
ZN-coin,ZN-coin_443-2_20240104212500_09_5.pkl,175.0,559,175.0
ZN-coin,ZN-coin_443-3_20240104212506_09_6.pkl,,384,
ZN-coin,ZN-coin_445-1_20240104212517_09_7.pkl,365.0,460,365.0
ZN-coin,ZN-coin_445-2_20240104212521_09_8.pkl,415.0,421,415.0
ZN-coin,ZN-coin_445-3_20240104212530_07_1.pkl,183.0,319,183.0
ZN-coin,ZN-coin_446-1_20240104212538_07_2.pkl,139.0,154,139.0
ZN-coin,ZN-coin_446-3_20240104212550_07_4.pkl,,462,
ZN-coin,ZN-coin_447-1_20240104212621_07_5.pkl,,358,
ZN-coin,ZN-coin_447-2_20240104212627_07_6.pkl,,373,
ZN-coin,ZN-coin_447-3_20240104212631_07_7.pkl,,397,
ZN-coin,ZN-coin_448-1_20240104212639_07_8.pkl,,432,
ZN-coin,ZN-coin_448-2_20240104212646_06_1.pkl,,382,
ZN-coin,ZN-coin_448-3_20240104212651_06_2.pkl,,336,
ZN-coin,ZN-coin_449-1_20240104212736_06_3.pkl,,479,
ZN-coin,ZN-coin_449-2_20240104212745_06_4.pkl,,399,
ZN-coin,ZN-coin_449-3_20240104212753_06_5.pkl,,497,
ZN-coin,ZN-coin_450-1_20240116203402_01_2_Batch-3.pkl,567.0,794,567.0
ZN-coin,ZN-coin_450-2_20240116203410_01_4_Batch-3.pkl,402.0,794,402.0
ZN-coin,ZN-coin_450-3_20240116203417_03_3_Batch-3.pkl,505.0,794,505.0
ZN-coin,ZN-coin_451-1_20240116203425_03_4_Batch-3.pkl,749.0,794,749.0
ZN-coin,ZN-coin_451-2_20240116203431_04_3_Batch-3.pkl,,794,
ZN-coin,ZN-coin_451-3_20240116203436_04_5_Batch-3.pkl,,794,
ZN-coin,ZN-coin_452-1_20240116203442_04_6_Batch-3.pkl,,794,
